NewsID,informativeness_score
N30578,0.9474
N3817,0.9312
N58598,0.8706
N23034,0.827
N45239,0.9197
N10477,0.9501
N3153,0.8595
N43355,0.9352
N42796,0.8658
N38783,0.8947
N9654,0.9534
N4345,0.9562
N18797,0.9147
N26718,0.8502
N35257,0.8639
N33449,0.3689
N40909,0.9628
N1448,0.9627
N60892,0.9786
N26150,0.8854
N22998,0.9041
N2577,0.9358
N28329,0.9073
N41971,0.922
N61194,0.9526
N60340,0.9495
N10925,0.8031
N12933,0.9176
N21213,0.9047
N3043,0.7832
N38253,0.9096
N5520,0.9438
N46876,0.883
N14292,0.8812
N23062,0.9092
N37535,0.9078
N7111,0.8796
N30867,0.9155
N61598,0.8176
N41249,0.8693
N54579,0.9194
N5177,0.9232
N11529,0.8337
N14193,0.9187
N45183,0.9393
N25512,0.9124
N48329,0.8659
N60734,0.963
N43240,0.936
N44877,0.9479
N42984,0.9439
N52975,0.9528
N49383,0.9882
N46280,0.8796
N46760,0.9315
N18035,0.8487
N58643,0.9821
N40079,0.949
N24513,0.9694
N27112,0.9121
N14803,0.9698
N4567,0.96
N28431,0.9584
N53115,0.9331
N28159,0.8492
N8665,0.8337
N48245,0.8346
N10024,0.3029
N58009,0.9263
N19946,0.9651
N43209,0.9265
N28881,0.9979
N19770,0.9493
N20221,0.9117
N43816,0.9111
N16875,0.9325
N9395,0.9318
N43225,0.9501
N5234,0.8964
N40949,0.8329
N29199,0.938
N45326,0.7014
N19481,0.845
N8937,0.9191
N54143,0.7711
N5277,0.8982
N58613,0.8682
N50966,0.8341
N13296,0.9897
N4562,0.9685
N61664,0.914
N43455,0.9567
N40355,0.9036
N59309,0.9107
N49473,0.9317
N26877,0.9161
N36610,0.9801
N6715,0.9752
N53290,0.9
N24128,0.9736
N18535,0.8281
N6453,0.9892
N33958,0.8841
N24202,0.777
N62215,0.9644
N28298,0.9317
N40801,0.9829
N62556,0.7899
N6765,0.9296
N2185,0.8603
N14821,0.971
N12794,0.8892
N24289,0.9582
N11703,0.9961
N57471,0.9208
N15171,0.9255
N31809,0.8877
N1769,0.9196
N52769,0.8976
N45205,0.8869
N10636,0.9554
N21583,0.7564
N28238,0.9433
N4153,0.8568
N40804,0.9465
N48287,0.912
N45880,0.8695
N53125,0.9255
N33976,0.9703
N22856,0.8863
N11272,0.935
N4357,0.915
N60300,0.95
N27831,0.9347
N2281,0.9388
N41246,0.9012
N26770,0.9905
N10365,0.8759
N12945,0.8986
N5130,0.9804
N49608,0.9607
N64076,0.8049
N3867,0.8752
N74,0.8467
N54483,0.9394
N40067,0.8731
N64271,0.901
N63788,0.9575
N59639,0.8323
N57239,0.8668
N58974,0.9148
N2091,0.7884
N24676,0.888
N56659,0.957
N7690,0.9011
N63205,0.8598
N28163,0.9927
N63201,0.8818
N31066,0.8846
N37942,0.9295
N57456,0.9803
N895,0.8372
N19261,0.9396
N52761,0.9193
N26776,0.8826
N54040,0.8675
N33703,0.9463
N36083,0.9435
N12001,0.9165
N59952,0.9192
N25690,0.8805
N20075,0.9296
N63694,0.9887
N41371,0.8807
N51360,0.8509
N26553,0.9162
N49807,0.9552
N49390,0.8359
N32382,0.9604
N58741,0.8445
N61108,0.9641
N4469,0.9382
N51543,0.927
N4305,0.818
N15438,0.9808
N1772,0.8748
N37662,0.897
N32498,0.9125
N25238,0.8845
N16705,0.8156
N44835,0.9241
N20402,0.8763
N63019,0.8829
N8586,0.8959
N19958,0.9269
N29291,0.9464
N58690,0.9067
N36488,0.9374
N22129,0.9762
N64467,0.9565
N831,0.8837
N42402,0.8812
N41543,0.945
N59720,0.8972
N22625,0.9294
N22782,0.9584
N43416,0.8659
N35153,0.9095
N40607,0.9253
N51866,0.9152
N42032,0.9664
N60362,0.9165
N22398,0.945
N36741,0.8531
N54812,0.8417
N10821,0.9339
N58515,0.9763
N37184,0.9359
N9800,0.9601
N49566,0.8428
N24229,0.958
N20996,0.9185
N31490,0.9457
N9459,0.9819
N6376,0.893
N16162,0.884
N49212,0.9296
N55247,0.936
N43431,0.9172
N53436,0.8848
N47674,0.8822
N32757,0.9118
N57891,0.943
N47845,0.9103
N27765,0.9278
N24012,0.939
N53080,0.956
N18322,0.9381
N45943,0.9771
N23733,0.9222
N32251,0.8575
N8556,0.9194
N54537,0.9494
N63866,0.8047
N8073,0.9228
N12860,0.9337
N18402,0.9051
N64167,0.9143
N13636,0.8096
N51753,0.9056
N54901,0.9325
N9067,0.885
N40486,0.9014
N49321,0.9563
N48592,0.6025
N38792,0.865
N50370,0.9331
N34665,0.8467
N53675,0.866
N5651,0.9215
N45557,0.8697
N835,0.8468
N45653,0.9317
N22727,0.8977
N31140,0.9334
N20061,0.9507
N4102,0.8586
N51174,0.8393
N17131,0.9128
N29630,0.9388
N31476,0.8749
N4524,0.8658
N2952,0.8147
N6449,0.8989
N7702,0.97
N61330,0.9089
N49887,0.9052
N57801,0.8634
N58909,0.9694
N24238,0.9781
N55605,0.7829
N31213,0.978
N61031,0.8697
N23860,0.9146
N39837,0.9134
N25035,0.9419
N15969,0.9561
N14967,0.899
N6636,0.8196
N39556,0.9064
N17979,0.9541
N5488,0.9295
N63281,0.8559
N51434,0.9391
N55399,0.9009
N33765,0.885
N40125,0.9104
N14106,0.9591
N7268,0.9388
N37236,0.9054
N42838,0.8709
N25332,0.8909
N60054,0.892
N100,0.9434
N22580,0.9583
N27392,0.9383
N34829,0.9393
N58871,0.8963
N21593,0.9467
N58163,0.9492
N35504,0.8803
N13254,0.7986
N16254,0.9027
N534,0.8726
N43213,0.8761
N28573,0.9057
N47058,0.7379
N50518,0.804
N23120,0.9567
N49690,0.9647
N49193,0.9252
N10739,0.8492
N17824,0.8524
N50111,0.9677
N20201,0.8452
N62888,0.9002
N48896,0.9711
N29544,0.8647
N51416,0.9371
N1890,0.8894
N5724,0.9877
N36976,0.9292
N19276,0.8623
N1490,0.8425
N42280,0.9852
N59915,0.6532
N15255,0.916
N8720,0.9621
N58366,0.8923
N62819,0.6485
N40833,0.9274
N46727,0.8405
N44265,0.9308
N19346,0.9162
N62619,0.844
N16783,0.8719
N62999,0.9635
N27988,0.9116
N41290,0.9284
N10686,0.8237
N17915,0.9148
N43616,0.8533
N22906,0.9114
N17452,0.9017
N58420,0.8256
N57574,0.9616
N51338,0.9719
N28274,0.9875
N14287,0.8958
N43516,0.9282
N14286,0.9002
N34077,0.9559
N18520,0.8834
N10000,0.8941
N56111,0.908
N1133,0.9322
N12335,0.7144
N21726,0.9238
N37091,0.9343
N53774,0.9756
N54620,0.9187
N61479,0.9069
N49175,0.9054
N52581,0.9642
N60214,0.8774
N59718,0.907
N31267,0.9542
N49512,0.9627
N8106,0.8302
N65010,0.9436
N40587,0.925
N49453,0.9692
N45182,0.885
N57078,0.926
N19192,0.9349
N32592,0.9002
N4289,0.9476
N31768,0.9623
N36319,0.8175
N50222,0.962
N43464,0.9231
N48616,0.8579
N40847,0.8687
N40661,0.895
N42586,0.9365
N31411,0.9071
N46378,0.9606
N2464,0.9445
N59510,0.9497
N51471,0.8508
N15422,0.9928
N20712,0.9693
N20744,0.9026
N41727,0.848
N41187,0.8787
N55112,0.9323
N44551,0.9658
N29037,0.9285
N20438,0.8556
N38310,0.9537
N46600,0.6718
N16641,0.8683
N59705,0.95
N21044,0.8272
N10295,0.8962
N21263,0.887
N15337,0.821
N46392,0.8009
N20667,0.98
N45670,0.9703
N46700,0.9003
N40006,0.9133
N15535,0.8256
N24502,0.9431
N62156,0.9411
N41225,0.9074
N53976,0.9092
N65139,0.9234
N29038,0.9541
N7561,0.8668
N47252,0.8235
N27200,0.9574
N42165,0.9463
N65020,0.9037
N9036,0.9274
N32748,0.9165
N20293,0.9435
N5057,0.9828
N2082,0.9005
N54455,0.9653
N8754,0.9521
N12458,0.9066
N1599,0.9963
N35319,0.8588
N56438,0.9404
N31709,0.8723
N9942,0.8886
N3877,0.9179
N63663,0.8795
N58973,0.9188
N27597,0.6863
N381,0.8672
N40038,0.9338
N22354,0.964
N54088,0.9284
N460,0.9161
N46439,0.8682
N41856,0.8662
N56938,0.8965
N39670,0.9156
N41307,0.9236
N50300,0.9277
N33082,0.8676
N5155,0.8879
N57288,0.9613
N56988,0.9969
N861,0.8752
N10035,0.958
N61078,0.8663
N21532,0.9263
N62149,0.9175
N61240,0.8383
N34593,0.9478
N4970,0.986
N64706,0.9441
N51105,0.9371
N9930,0.9695
N15284,0.906
N56597,0.8252
N4388,0.9006
N29959,0.8281
N64300,0.9932
N9938,0.9691
N39953,0.9103
N15450,0.9516
N44909,0.8754
N58801,0.919
N20472,0.8741
N57687,0.915
N16621,0.9114
N44879,0.9087
N55850,0.9593
N59548,0.9085
N29657,0.9105
N23913,0.9068
N28632,0.9432
N35821,0.8699
N44935,0.7523
N26734,0.8884
N36017,0.88
N36476,0.8689
N60641,0.9421
N63506,0.8462
N6690,0.8698
N40037,0.9655
N16704,0.9303
N64043,0.917
N61980,0.8447
N254,0.6608
N46001,0.9448
N13269,0.8986
N57837,0.9136
N61314,0.9465
N35494,0.9638
N35015,0.923
N43234,0.9109
N14938,0.8507
N17955,0.9491
N18341,0.9605
N21620,0.8469
N4875,0.9047
N55992,0.893
N38382,0.9482
N8025,0.9322
N44666,0.8849
N22802,0.929
N23960,0.8844
N57037,0.9623
N61114,0.8384
N1701,0.873
N52506,0.9383
N6530,0.945
N222,0.7593
N54090,0.9009
N21230,0.803
N29802,0.8471
N59181,0.9538
N37009,0.9298
N44708,0.7232
N57512,0.9877
N9820,0.872
N47513,0.9036
N24073,0.7069
N53179,0.9377
N55506,0.8471
N32272,0.8916
N5819,0.9477
N53083,0.8859
N58885,0.9671
N54409,0.9348
N33931,0.914
N12260,0.8396
N37221,0.8624
N26961,0.9195
N38546,0.8738
N24836,0.9316
N43195,0.921
N57967,0.7895
N46770,0.9208
N11238,0.8552
N61266,0.8622
N58467,0.8762
N31016,0.7633
N8569,0.9535
N55955,0.9187
N5418,0.9373
N59046,0.8337
N2642,0.8967
N58450,0.9804
N24261,0.914
N25996,0.9254
N53279,0.8597
N16031,0.8577
N22105,0.8304
N50086,0.9661
N36601,0.9471
N23475,0.9035
N53832,0.9115
N41815,0.8837
N53644,0.9575
N61956,0.9658
N61144,0.9095
N45750,0.9355
N43113,0.8666
N20769,0.891
N31280,0.7771
N18555,0.98
N40277,0.9138
N8027,0.9076
N52038,0.9298
N19680,0.7484
N29132,0.7375
N53387,0.9341
N42592,0.8493
N11053,0.8507
N45982,0.8917
N28981,0.9273
N10749,0.915
N60029,0.9117
N54756,0.8928
N16979,0.8943
N13754,0.9211
N54700,0.8804
N8363,0.906
N23779,0.7758
N30988,0.9258
N33776,0.9644
N49501,0.9379
N15945,0.9091
N14369,0.9518
N63491,0.823
N32740,0.9588
N17712,0.9411
N4665,0.9382
N12287,0.8462
N14530,0.9371
N54432,0.9128
N21170,0.9416
N14580,0.9703
N49941,0.8557
N35234,0.9682
N34394,0.943
N48633,0.975
N52827,0.8964
N27270,0.8794
N47348,0.9193
N27755,0.8524
N60121,0.9135
N14293,0.8906
N27723,0.9915
N49342,0.9551
N22404,0.9485
N29703,0.9083
N31616,0.9372
N64078,0.8844
N64830,0.9711
N2827,0.9293
N60964,0.9473
N62612,0.8682
N35266,0.9207
N18798,0.9267
N63339,0.9477
N21221,0.933
N10867,0.8702
N712,0.9679
N14958,0.8286
N16738,0.761
N11101,0.9024
N30938,0.9225
N44590,0.9319
N18183,0.8915
N27585,0.8909
N26163,0.89
N10502,0.9373
N33621,0.9519
N61052,0.8681
N58913,0.9144
N60327,0.5752
N51028,0.9393
N58722,0.781
N60691,0.9439
N58040,0.953
N35753,0.9639
N32421,0.9347
N29243,0.8684
N14516,0.858
N11963,0.9598
N56572,0.9402
N32282,0.9318
N27128,0.8072
N39126,0.8109
N44665,0.9621
N63097,0.9176
N6889,0.9687
N65204,0.9149
N18809,0.8141
N30656,0.9526
N42156,0.9017
N36039,0.9294
N24334,0.9506
N65051,0.9479
N35474,0.8188
N3389,0.9425
N54303,0.9303
N39132,0.8633
N51810,0.9596
N33717,0.831
N22715,0.8106
N55858,0.9144
N44414,0.7577
N34353,0.8685
N2142,0.9696
N35085,0.9274
N4111,0.9015
N43372,0.8507
N6139,0.9157
N62703,0.8726
N24834,0.8568
N57321,0.957
N11305,0.9391
N20726,0.9181
N4372,0.9781
N60262,0.8663
N62542,0.9236
N53582,0.8569
N1612,0.9541
N15447,0.9216
N19106,0.9273
N14167,0.8847
N18894,0.9344
N36508,0.8817
N48527,0.9393
N7495,0.935
N21876,0.8985
N6932,0.9617
N2938,0.8828
N60791,0.9112
N5179,0.8441
N57093,0.919
N53076,0.9502
N54497,0.8971
N59962,0.9033
N25488,0.8972
N53892,0.8052
N33087,0.9478
N50399,0.9288
N14241,0.8988
N48234,0.9456
N51502,0.9613
N51076,0.9172
N57516,0.847
N41758,0.9877
N54910,0.9335
N21627,0.9141
N58672,0.7754
N63395,0.9608
N27824,0.9042
N40935,0.8381
N51152,0.9117
N41745,0.9041
N3319,0.9497
N8602,0.8829
N4629,0.8997
N45139,0.8538
N9975,0.9017
N57783,0.9214
N5569,0.4995
N7883,0.8935
N29260,0.9017
N33817,0.9286
N43174,0.9158
N57637,0.7702
N55156,0.9139
N62258,0.9182
N24912,0.8699
N42043,0.8552
N22626,0.8577
N65227,0.7718
N61095,0.728
N1333,0.9204
N32857,0.8649
N19439,0.886
N39592,0.8588
N34927,0.9133
N40857,0.9195
N22694,0.9411
N38046,0.9344
N47311,0.9643
N43346,0.9318
N14034,0.9377
N44349,0.8983
N40765,0.9391
N11013,0.8188
N5092,0.9177
N33966,0.9803
N35805,0.9096
N5074,0.8689
N56011,0.9341
N17311,0.9067
N21325,0.914
N1906,0.9547
N48645,0.8349
N3336,0.9631
N20798,0.8945
N42067,0.9331
N40254,0.9427
N9969,0.8304
N42183,0.9194
N34712,0.8393
N21644,0.9169
N60596,0.9396
N19838,0.8858
N48217,0.8466
N16496,0.8982
N58550,0.8855
N3851,0.8683
N62537,0.9319
N37739,0.8987
N57374,0.7277
N58835,0.8907
N30486,0.6952
N49899,0.8341
N30182,0.9167
N57061,0.9134
N26613,0.8837
N25634,0.9233
N43917,0.9492
N2581,0.8928
N1554,0.914
N56015,0.9464
N42376,0.9336
N13695,0.9725
N61769,0.8838
N22853,0.9743
N36540,0.9137
N24844,0.9034
N12996,0.9243
N53135,0.9466
N40877,0.8747
N56660,0.9572
N63156,0.9086
N53821,0.8504
N21389,0.9393
N7629,0.9168
N45738,0.8835
N5348,0.8347
N16266,0.8212
N17544,0.9428
N52780,0.895
N17729,0.9634
N44676,0.8611
N20785,0.8857
N23746,0.7211
N46817,0.9107
N46041,0.9075
N48051,0.9725
N32763,0.8747
N16121,0.901
N27569,0.8848
N46750,0.8021
N31196,0.8534
N58872,0.9643
N5465,0.8611
N48388,0.9177
N26448,0.9241
N45269,0.9548
N54418,0.8886
N52136,0.8942
N14090,0.9485
N17676,0.9225
N60383,0.9117
N49681,0.9392
N61822,0.6426
N36010,0.9711
N55813,0.9323
N5461,0.9117
N44691,0.8929
N53022,0.8443
N50857,0.9156
N51017,0.9636
N41033,0.6714
N13727,0.9658
N17170,0.8006
N46568,0.9773
N13308,0.9122
N61984,0.9188
N1527,0.9714
N63727,0.9462
N19349,0.8757
N34481,0.3743
N29410,0.9193
N1503,0.8606
N22929,0.8291
N60175,0.8676
N53725,0.9023
N30070,0.9582
N24658,0.8666
N29238,0.7812
N16850,0.9249
N25586,0.9144
N58787,0.9471
N42802,0.8877
N25152,0.8856
N14737,0.9014
N52371,0.9183
N14103,0.9151
N29088,0.9859
N17587,0.9441
N44233,0.9117
N60996,0.8884
N40913,0.8938
N15686,0.9303
N21559,0.9836
N7292,0.9618
N32754,0.9909
N6906,0.9192
N57954,0.8963
N25411,0.8279
N48423,0.9442
N2309,0.892
N24615,0.9274
N575,0.9595
N65171,0.8692
N6891,0.9382
N6274,0.9434
N37331,0.6711
N63252,0.9127
N34905,0.8624
N54647,0.7558
N57004,0.9214
N41375,0.9182
N6226,0.9433
N47800,0.9397
N10706,0.7053
N35154,0.9298
N14734,0.8765
N9497,0.893
N45771,0.9909
N43585,0.9234
N47255,0.9466
N19905,0.726
N52830,0.91
N2666,0.9113
N7,0.8623
N11405,0.7433
N12732,0.7496
N58516,0.9591
N2851,0.9474
N21242,0.9067
N60698,0.9439
N15032,0.6693
N38671,0.9703
N55662,0.9651
N37725,0.9761
N33503,0.932
N21939,0.9619
N268,0.5469
N50747,0.9091
N50777,0.9557
N57940,0.9333
N54048,0.8071
N53895,0.9681
N31178,0.9271
N17820,0.6406
N54669,0.8228
N59245,0.8633
N40798,0.9563
N18813,0.9818
N41848,0.9578
N12339,0.8618
N36136,0.8669
N40025,0.9014
N42960,0.9814
N50635,0.9114
N17686,0.9081
N22305,0.8793
N6738,0.9523
N48976,0.9197
N46271,0.8845
N38473,0.901
N18868,0.8744
N37723,0.9184
N64618,0.8962
N47050,0.9884
N44884,0.8141
N9100,0.8429
N37585,0.8929
N45819,0.9385
N47020,0.9224
N62798,0.837
N60384,0.9793
N38622,0.9692
N54397,0.9793
N4461,0.7609
N27154,0.9113
N36104,0.8648
N50659,0.982
N54475,0.9356
N50785,0.9256
N6464,0.9471
N19110,0.9164
N52679,0.9733
N31886,0.8471
N1778,0.8684
N40230,0.9683
N9293,0.9337
N19952,0.9283
N14004,0.9645
N17666,0.8732
N62211,0.9112
N36077,0.925
N21012,0.8355
N36715,0.9601
N35223,0.8878
N27562,0.9661
N62333,0.9288
N16566,0.8395
N15906,0.8859
N25001,0.8964
N47398,0.9868
N13904,0.9601
N10309,0.8975
N22413,0.9542
N32764,0.8609
N31748,0.8457
N6711,0.9141
N42284,0.9548
N24267,0.8977
N62882,0.9183
N26920,0.8162
N15121,0.9
N32779,0.8082
N11519,0.6912
N17216,0.9748
N17743,0.8885
N33174,0.9196
N13940,0.9699
N23353,0.8645
N34294,0.8691
N24731,0.8244
N56223,0.9708
N26528,0.9262
N38299,0.9287
N53363,0.8929
N38265,0.9805
N52325,0.8011
N32459,0.9211
N45134,0.9536
N42798,0.9426
N20941,0.8909
N61383,0.9033
N43253,0.8898
N38187,0.7949
N52,0.8673
N26350,0.9542
N12742,0.9582
N34108,0.9353
N37884,0.8573
N55001,0.9148
N37847,0.9005
N25941,0.9508
N3659,0.884
N50282,0.7243
N27657,0.9642
N8010,0.915
N49357,0.9835
N57782,0.5615
N33789,0.9014
N2876,0.7919
N56169,0.8939
N36907,0.8573
N64803,0.9482
N29370,0.8352
N44202,0.9236
N6231,0.8261
N4624,0.922
N59968,0.9529
N20748,0.6957
N8728,0.8801
N35681,0.9564
N49208,0.9051
N47063,0.9303
N25433,0.8979
N43369,0.8781
N28349,0.9377
N8282,0.9872
N11801,0.8542
N57195,0.8835
N45998,0.9408
N24632,0.8413
N56483,0.8532
N51155,0.8991
N49551,0.9118
N8202,0.9585
N56201,0.8354
N19528,0.9083
N10779,0.925
N36634,0.8593
N62429,0.9543
N61140,0.9537
N51049,0.9812
N29653,0.9118
N51041,0.8206
N23687,0.9718
N63953,0.9173
N13328,0.9918
N3329,0.9191
N29865,0.7745
N42805,0.9853
N60971,0.9475
N45954,0.9082
N36636,0.932
N744,0.8219
N15886,0.8915
N14134,0.7963
N23781,0.9482
N27677,0.6209
N13692,0.924
N2718,0.9222
N21104,0.8821
N15441,0.9598
N3258,0.9069
N16684,0.8974
N482,0.9243
N27922,0.8934
N33946,0.9062
N31647,0.8984
N48031,0.9123
N56085,0.9666
N19267,0.9834
N64528,0.9436
N7167,0.9091
N28746,0.8704
N11578,0.9144
N62705,0.9467
N11577,0.897
N42458,0.9569
N40207,0.9442
N45592,0.8836
N4052,0.9177
N51813,0.902
N36971,0.8125
N17480,0.8629
N13477,0.9471
N20575,0.9196
N45584,0.9104
N58537,0.9317
N27230,0.8931
N23537,0.9893
N16168,0.9631
N21177,0.925
N35323,0.9017
N51547,0.8716
N39077,0.668
N51998,0.8548
N59183,0.9635
N51222,0.9493
N13594,0.9143
N43915,0.9682
N34102,0.9596
N19652,0.9544
N51661,0.9062
N27602,0.8347
N9839,0.9684
N33072,0.9018
N52797,0.8946
N50599,0.9522
N34321,0.9036
N30512,0.9223
N41308,0.8745
N60835,0.9367
N19076,0.9739
N46472,0.8827
N11901,0.9478
N48604,0.9139
N13485,0.8035
N42572,0.95
N8176,0.9025
N23783,0.7835
N10302,0.6587
N58483,0.9156
N22266,0.9459
N3731,0.9555
N55274,0.6791
N39881,0.909
N25898,0.7852
N38967,0.9287
N7300,0.8811
N43720,0.8242
N27206,0.9712
N56648,0.7393
N1090,0.9632
N11474,0.8092
N34040,0.9366
N48472,0.8384
N9783,0.9027
N56624,0.9658
N14437,0.9279
N39542,0.7973
N39956,0.8876
N17966,0.8256
N48807,0.8952
N32509,0.9411
N1008,0.9524
N30386,0.9684
N57581,0.8683
N48585,0.9268
N46528,0.8539
N45745,0.8585
N29258,0.9353
N8285,0.8585
N55617,0.8575
N28838,0.8803
N2517,0.9408
N57357,0.9087
N21891,0.9086
N11704,0.9565
N29429,0.8408
N31565,0.848
N31762,0.9234
N45948,0.738
N22697,0.9742
N36157,0.8723
N17766,0.9623
N60106,0.9654
N39035,0.8524
N56727,0.8892
N51350,0.9297
N44925,0.8227
N44136,0.9312
N55228,0.8769
N11804,0.9423
N10995,0.8956
N12094,0.8732
N40337,0.8659
N9759,0.9699
N6899,0.9262
N33605,0.8352
N31785,0.9693
N35084,0.9372
N45077,0.8984
N35347,0.9429
N38429,0.8338
N11800,0.9836
N18518,0.8737
N48362,0.8975
N35281,0.8777
N19806,0.8419
N64663,0.795
N43345,0.9133
N43638,0.9374
N1728,0.9788
N47458,0.7692
N39712,0.8395
N30073,0.9662
N58222,0.8611
N56031,0.972
N56761,0.8585
N1001,0.791
N46383,0.8809
N43612,0.8461
N52333,0.9452
N53057,0.9282
N4817,0.9072
N48967,0.9393
N17722,0.9204
N32210,0.9391
N50244,0.9541
N21187,0.8606
N53712,0.9277
N2506,0.85
N14851,0.9585
N52533,0.8689
N16278,0.8702
N19560,0.961
N6722,0.97
N49335,0.9559
N10593,0.8629
N61075,0.9481
N41746,0.9296
N11249,0.934
N48646,0.8858
N62224,0.7852
N23159,0.852
N47,0.8411
N57173,0.8777
N18286,0.9777
N31048,0.8808
N16869,0.9392
N46739,0.9443
N52061,0.8583
N43593,0.8682
N56163,0.8949
N15605,0.9338
N36847,0.9198
N2738,0.8204
N25327,0.9112
N61943,0.8821
N28801,0.9266
N44485,0.901
N25556,0.9763
N44800,0.9137
N1854,0.9283
N30626,0.9025
N5143,0.9639
N27501,0.8949
N3241,0.9394
N23971,0.8786
N50823,0.925
N37156,0.8638
N55565,0.8797
N3613,0.9845
N28472,0.8343
N64765,0.9433
N61288,0.9371
N11575,0.9223
N36146,0.9701
N17454,0.9397
N15590,0.8509
N13167,0.8712
N7297,0.7757
N5625,0.9803
N29765,0.9063
N63654,0.9067
N10166,0.9002
N60319,0.8761
N2613,0.9664
N22127,0.913
N27310,0.9511
N42829,0.9038
N39074,0.8846
N35743,0.948
N2780,0.9675
N2807,0.958
N51089,0.8874
N27787,0.9078
N32906,0.9656
N62682,0.8937
N46611,0.9143
N24373,0.9733
N64106,0.8986
N6727,0.9874
N37981,0.8612
N38100,0.8501
N2505,0.9086
N43495,0.8992
N18530,0.8884
N38298,0.9177
N2415,0.9803
N62559,0.8536
N49904,0.977
N34675,0.7399
N17776,0.9663
N8006,0.8867
N18241,0.9617
N45863,0.7617
N5793,0.9105
N45530,0.9645
N24430,0.8051
N33152,0.9806
N1438,0.9197
N7648,0.9133
N2759,0.9641
N17805,0.7542
N26685,0.9328
N52076,0.936
N44656,0.9341
N39554,0.9195
N42362,0.9054
N22437,0.9067
N64124,0.9478
N33683,0.8961
N46260,0.9154
N7905,0.9035
N6419,0.854
N55343,0.9759
N62650,0.78
N42390,0.8727
N4559,0.8446
N15175,0.8964
N20791,0.8889
N16746,0.939
N23795,0.9086
N61893,0.8311
N31729,0.9422
N55800,0.9628
N32301,0.9185
N43964,0.9006
N22581,0.9742
N31177,0.8252
N43973,0.8954
N24492,0.8747
N5586,0.9575
N48199,0.9504
N49278,0.8538
N37911,0.8781
N45555,0.9626
N38565,0.9352
N1595,0.8296
N46322,0.8852
N40829,0.8826
N62975,0.8825
N1226,0.8678
N45151,0.8605
N7581,0.9403
N47243,0.8285
N9954,0.9358
N41699,0.8942
N39383,0.7907
N6951,0.9747
N14859,0.9521
N34965,0.9548
N38970,0.8827
N32411,0.8838
N5445,0.9202
N2797,0.8477
N41489,0.8486
N25436,0.9204
N82,0.9422
N32049,0.8833
N40248,0.926
N50631,0.9794
N3004,0.9715
N167,0.8758
N53669,0.8506
N9845,0.9184
N33793,0.9648
N16115,0.8787
N55177,0.9231
N25981,0.9791
N49752,0.8469
N55619,0.9485
N2387,0.9601
N51054,0.7957
N30014,0.9332
N37069,0.8826
N1101,0.9234
N17991,0.8771
N35070,0.9682
N37829,0.8531
N20169,0.841
N21316,0.8175
N47268,0.9646
N64957,0.9427
N57568,0.9478
N7154,0.8578
N27982,0.9764
N14000,0.8358
N29264,0.8636
N41095,0.8479
N6249,0.4604
N16049,0.8963
N10716,0.6965
N25931,0.9095
N10489,0.827
N52035,0.9185
N55064,0.8901
N50194,0.9369
N29458,0.9453
N58336,0.9129
N47019,0.9419
N11068,0.9373
N10793,0.8795
N48991,0.8943
N43784,0.9057
N63267,0.9408
N4527,0.9471
N38729,0.9644
N53273,0.9601
N55661,0.9614
N4571,0.8886
N50836,0.9645
N38022,0.8853
N2363,0.9786
N61457,0.9209
N14645,0.8663
N18147,0.8585
N59456,0.9359
N48208,0.9549
N65231,0.9107
N55393,0.9389
N36674,0.9586
N55224,0.928
N37973,0.8909
N51962,0.8914
N36020,0.9761
N57695,0.9332
N19432,0.8999
N51064,0.7979
N57208,0.9542
N7698,0.942
N35247,0.854
N19105,0.9506
N40693,0.8972
N57977,0.9211
N28543,0.8549
N30615,0.9144
N1608,0.8174
N7457,0.9055
N46420,0.8654
N42907,0.9111
N28491,0.9861
N17940,0.9073
N38348,0.9122
N63645,0.9371
N60819,0.926
N34708,0.8441
N45488,0.9001
N61895,0.8552
N33589,0.9188
N51180,0.8046
N33295,0.824
N45048,0.8727
N17528,0.8888
N28439,0.9289
N23998,0.8911
N9362,0.2997
N33001,0.8089
N43735,0.9352
N48569,0.9627
N26946,0.9302
N45656,0.6675
N46650,0.9539
N28057,0.9668
N45578,0.9443
N24875,0.9171
N57549,0.9603
N40324,0.9001
N52183,0.993
N7837,0.9734
N23248,0.9437
N39351,0.9453
N40127,0.9028
N23000,0.9562
N37708,0.9503
N51874,0.8761
N21859,0.9418
N48335,0.8585
N34305,0.8927
N10874,0.9101
N24016,0.9598
N33199,0.92
N39724,0.8953
N50935,0.9035
N37630,0.8342
N47944,0.9703
N11638,0.8882
N38573,0.7986
N63361,0.9033
N33402,0.9756
N16805,0.6882
N31401,0.9654
N2705,0.9572
N34824,0.8621
N42070,0.906
N35558,0.9184
N6646,0.9139
N13490,0.9045
N34527,0.8853
N5010,0.9579
N39488,0.917
N64832,0.9626
N39271,0.9138
N10136,0.8705
N57873,0.8969
N41183,0.9361
N18418,0.9097
N28237,0.8851
N40271,0.9029
N60217,0.9671
N18215,0.8866
N5902,0.9339
N29178,0.9249
N35190,0.9429
N44250,0.9677
N51371,0.8507
N41669,0.903
N60389,0.9442
N23251,0.9017
N38282,0.9418
N57659,0.9184
N47887,0.9804
N57309,0.9504
N58289,0.9025
N4347,0.8225
N3364,0.8508
N45843,0.8975
N42557,0.9673
N9038,0.8576
N48255,0.9156
N14259,0.9246
N61477,0.9586
N56039,0.8923
